SNCA,APOA4,CHGA,STX1B,MME,MUC6,PM20D1,UCP1,MMP3,KRT20,SYN2,GPC5,HOXC8,APOA1,CXCL12,KRT5,KLK6,EPO,CD38,LTF,MUC5B,KCNQ2,ATP6V1G2,OLFM4,KIF5C,RET,GNAO1,CLDN18,FOXJ1,DNAH11,CA9,SOSTDC1,CDH17,COL2A1,DSCAML1,RIMS2,NPSR1,ACSL6,TLL1,TM4SF4,RBP2,GIF,KRT14,REG4,CLIP4,LIPF,MSLN,RRAGD,CR2,DZIP1,SLC9A3,SLC26A4,SLC15A1,SLC26A3,FGB,KRT16,PDLIM4,DMBT1,FGF8,NEUROD1,IRX2,GUCY1A2,RAB39B,HOXC10,CPNE8,APOB,TFF1,GC,GKN1,GALNT14,LRP12,DNM3,PRKCB,PGC,EHD3,KRT4,PI3,SLC34A2,HMGCS2,LOR,HS3ST3B1,DKK1,COL4A6,PHGR1,TFF2,AKR1B10,PIK3C2G,HYDIN,AS3MT,ISX,CD69,SLC6A19,NLRP2,CXCL5,PRKAA2,HABP2,IL12RB2,EPDR1,EDA,FAM92A1,ITGA9,C2orf40,IGF2BP1,SALL4,POPDC3,REG3A,CD40,SH3GL3,GIPC3,KCNQ3,CNTFR,MTTP,WFDC2,PCSK1N,SMO,GK,ATP6AP1,S100A7,LY6D,AGR2,MUC16,CHST10,TPD52L1,PSCA,PIGR,PRSS1,OXT,PTPN13,REG1A,SLC13A2,ORM1,GFM1,DNAH1,KRT6A,DUOX2,GUCY2C,CTSE,SRPX,MUC4,CYGB,AQP5,BMPER,NPS,ATP6V1G3,CDX1,NMS,REG1B,PLTP,KRT6B,VSIG1,KRT17,SLN,SOX7,RHCG,PPP1R14A,PPM1E,SLMO2,PCLO,MTMR8,QPCT,MAGED1,SCEL,MAP1B,KCNB2,KCNS2,KCNB1,ITLN1,THBS4,SMYD1,LHFP,HTR7,KLK10,SMARCA1,HLX,HMX3,GRASP,NOTUM,OPRD1,RPSAP58,FOXI3,FOLR1,FBLN1,OGFRL1,IL20RA,ZNF518B,FER1L6,LPAR6,DUSP27,DUOXA2,SDK1,NXPH3,FNBP1,DGKB,DCLK2,CXCL17,CPAMD8,MID2,ZNF114,CHST2,CHRDL1,CHP2,SLAMF6,NMNAT2,CD200,FIGN,GAMT,PLA2G7,NPC1L1,ALPPL2,A4GNT,subtype
7.1843,4.1003,12.2435,5.5306,9.9288,13.8598,4.5039,0,8.0395,10.9437,3.7506,1.5089,3.8918,8.7854,8.2748,1.9141,11.942,0.5474,7.1139,11.9053,12.6112,1.5089,3.1267,11.4203,5.4415,6.1051,7.5431,13.794,8.3765,2.8336,9.2557,7.5538,12.9045,0.5474,3.2182,3.3546,5.6547,3.3546,4.9323,12.1233,6.1147,4.8424,1.9141,13.0126,8.0192,9.522,12.2707,6.6602,8.9746,6.9662,5.769,3.0676,8.5499,9.9226,1.2536,6.6065,7.8791,7.2293,0,6.2951,9.2365,4.9963,4.9323,7.7857,5.3627,3.4793,14.7704,9.5001,12.7219,8.264,6.572,9.3713,8.7079,14.8292,7.6954,2.0808,11.9539,8.719,11.9701,2.4892,4.9753,6.6403,6.579,8.4373,12.975,12.7361,10.2756,5.0774,4.954,2.6031,6.3369,7.9933,6.5997,12.8139,7.3113,8.7441,4.444,6.6863,4.819,6.2077,8.1015,2.8993,4.7464,7.5395,1.7257,5.9522,7.9127,2.2301,6.7371,5.3947,6.6733,9.3076,9.3128,12.7439,8.135,8.918,11.8759,0.5474,2.7088,14.5366,5.4567,5.5871,6.7982,12.215,15.5097,0.5474,2.0808,7.4811,10.0322,8.2554,1.2536,10.3185,8.2444,1.5089,12.2314,10.5713,14.7994,6.5002,9.2019,9.2243,7.689,2.7088,0,0.5474,8.037,0,0,10.1859,3.0676,12.7827,11.8709,0,6.3934,3.0676,6.0559,4.7464,11.5358,6.005,3.6481,7.0601,10.0792,2.2301,9.5683,3.6481,3.7992,2.8072,10.0835,6.768,2.3655,7.9044,2.9859,12.3417,9.0594,6.5076,2.3655,6.2433,3.8918,2.3655,13.6162,0.5474,5.0774,11.1367,7.4357,8.5067,9.4285,10.1546,8.4043,4.1386,9.8681,8.1303,4.3162,9.641,2.2301,4.2477,11.6858,5.7193,7.1472,2.4892,9.3367,5.9305,11.4542,7.7796,5.2448,6.2433,6.463,6.2694,7.1283,11.9143,6.9405,8.9786,1
3.6797,5.4043,10.0957,4.328,6.2301,7.5066,2.3475,0,6.2983,10.9119,5.1876,0,4.328,9.1476,8.8651,1.7102,5.0558,0,5.1694,6.256,3.9995,0.9327,2.4709,18.0034,3.5174,2.6899,7.1713,15.4662,6.9558,0.9565,11.7453,2.6899,12.0332,0,1.2407,0,6.5638,2.2126,3.8255,8.9915,5.9303,0,0,11.48,6.8575,3.1983,11.5485,6.0439,0,6.1118,9.3858,2.2126,9.3103,3.958,4.5954,0,8.6745,15.5812,0.9327,5.3887,7.8255,3.8255,0.9327,10.4873,4.9747,3.3981,12.9864,5.7951,5.3083,3.5174,6.3793,7.1109,5.6847,12.183,7.268,0,6.7212,0.5404,9.9985,0,3.7785,3.0479,0.5404,11.0706,7.5138,11.8654,9.5539,3.0479,5.2851,1.2407,4.1548,7.686,9.7981,9.8229,3.268,10.3792,0,7.1848,4.2266,5.659,5.9516,2.4709,1.4945,4.2612,2.5846,6.29,6.5288,0,6.9075,1.7102,2.2126,5.1511,8.5008,7.5838,7.5872,8.5506,11.9904,0,2.6899,15.2385,2.9664,5.5927,5.2405,7.2765,15.4991,3.6797,4.1912,5.2054,9.8344,8.2505,1.7419,10.4546,6.0239,0.9327,13.1352,9.4695,12.8793,6.4708,5.2916,9.1349,11.0156,3.3981,0,0,6.3714,0,1.7102,10.7727,1.4945,7.4811,6.7336,2.88,7.4811,2.2126,7.0528,1.452,11.1783,3.1251,3.75,6.7025,11.0574,0.5404,9.4897,0.9327,1.4945,1.4945,3.268,9.6353,1.4945,8.8693,1.2407,4.8888,7.5422,7.686,1.2407,6.9558,5.4797,0.9327,12.6808,0,3.1251,11.2224,5.8755,8.4303,7.7933,5.579,7.1938,0.9327,11.2396,9.222,5.6974,8.386,0.5404,6.0036,9.6711,5.0947,6.2213,4.3919,7.2552,4.5954,6.3634,3.9151,3.5174,7.6008,3.1983,7.8822,6.4634,10.4362,3.6797,6.3149,1
4.2979,0.4087,1.7193,4.0352,7.2695,2.5639,0,0,6.3844,9.1032,1.7193,0.4087,5.5702,2.4817,10.2294,0.9874,8.4246,0,7.3324,8.3842,4.783,5.7996,3.0932,16.3531,4.4353,3.946,7.9972,4.6387,8.2801,0.9946,9.9772,0.4087,13.3891,0.4087,0.9874,1.3993,9.6519,2.0961,4.7657,7.6473,7.6115,0.9874,1.9811,9.8589,7.3927,0,10.8278,6.9749,8.4958,7.1746,10.6399,2.7155,0,8.7095,0,3.6397,8.0851,16.0109,1.5682,0,9.4766,4.4133,4.8664,7.2572,6.178,3.4795,7.4984,0.9874,0,2.0961,6.9017,4.6762,8.6925,1.5682,7.6187,3.0367,11.4473,6.0906,4.7657,0,5.7122,1.3993,5.7478,10.9997,0.4087,9.1793,0,1.5682,4.391,0,6.3149,6.8617,0.7269,5.7122,6.2788,0,4.5608,7.6042,6.509,5.0909,7.8977,4.8169,0,4.2737,1.208,3.7839,7.6567,0,6.0484,3.4365,2.4817,3.7839,0.9874,3.0367,6.9369,7.5397,11.45,0,5.8081,12.9292,1.5682,5.5299,3.8509,1.8561,12.2624,0,3.0367,6.2849,7.226,3.946,0.7269,10.8582,8.5797,4.006,8.6042,10.8632,12.3237,7.2603,4.4353,8.5797,1.8561,3.3464,0,0,12.0359,0,2.5639,10.6645,3.4795,2.9779,6.8938,3.0367,7.4047,3.3464,6.1383,1.9811,11.4165,2.6417,4.783,6.4775,10.2536,2.8527,10.3341,1.208,1.5682,3.6013,0,10.4629,6.638,8.6879,1.9811,10.8374,7.5648,6.9899,0,6.2666,1.5682,0,13.0491,0,0.9874,10.9594,7.3528,8.5383,6.6284,2.2026,7.2037,4.6762,7.5415,8.4067,6.5347,9.9226,1.9811,6.5142,0.4087,4.1191,7.5498,0.4087,8.3265,6.9446,8.8726,7.3088,3.7492,7.2787,3.7492,4.391,8.1364,9.0903,7.7096,0.4087,0
5.2698,0.6665,7.5159,4.4685,6.9915,10.0982,1.9767,0,3.294,6.4188,8.1997,0.6665,5.1792,3.8585,8.8126,4.3489,1.1206,0,4.0751,7.3597,8.0733,0,4.8379,14.7659,3.4571,4.6816,7.3545,16.4596,9.1518,0.6824,5.8397,7.3071,7.686,1.9767,3.6717,2.3534,4.8959,0,3.9158,5.1556,0,2.1773,3.9709,12.5406,8.5213,5.5118,13.1205,7.3018,5.3959,6.8907,6.4865,3.4571,3.3778,3.7989,0,3.2049,7.7582,6.4482,0,0.6665,2.5104,2.899,2.899,5.0825,8.1198,1.1206,14.3083,3.2049,5.3131,6.2286,7.0943,5.9694,8.0765,11.2979,7.3953,1.9767,5.2024,10.5699,12.6748,1.1206,3.0083,10.9838,6.3786,9.1548,12.4686,12.2841,9.4984,2.1773,7.3479,1.1206,6.7532,7.8006,1.4655,9.9999,5.8124,8.7944,3.4571,9.4139,4.4685,6.533,7.5252,8.2972,2.6519,4.9241,0,0,10.0098,0,7.7465,1.7436,2.1773,0,6.8518,7.3493,7.7892,7.4879,11.537,1.4655,5.6363,13.9809,1.7436,6.951,5.9282,13.8125,15.1428,4.579,1.7436,6.0094,4.1722,4.9517,0.6665,9.661,9.1263,3.5323,9.6869,4.0239,15.628,6.4385,6.8071,11.2325,7.2526,3.6717,0,0,1.9767,0,0,10.3992,1.4655,13.0025,10.0764,1.1206,8.3579,0.6665,7.9174,3.0083,10.9925,6.7214,4.6441,6.0986,11.0587,3.4571,10.3278,1.4655,0,0,5.9282,3.5323,0,9.6023,4.7461,6.2058,10.0654,7.131,3.2049,7.435,1.4655,0,13.0097,0,0.6665,10.5593,6.8222,8.0607,5.7508,11.2451,9.7689,1.4655,7.9207,8.6701,6.6044,10.1735,3.0083,5.8569,12.2971,7.0179,7.3493,0.6665,7.9209,8.4136,3.11,5.9421,5.4742,7.548,3.5323,6.1109,8.1379,1.7436,1.4655,8.7549,1
5.9939,3.9721,5.1715,6.0687,8.8654,10.3077,3.0612,0,9.2678,11.4896,4.4535,1.4305,3.0612,2.0385,10.9651,8.0308,8.4371,0,8.0723,10.1947,11.4598,0,4.9387,13.5466,6.1627,7.9606,9.7146,11.3484,1.9357,0.8967,9.5304,3.6537,12.3056,0.8857,4.4158,3.5874,4.8983,6.6586,7.109,9.2882,4.5952,1.2707,8.1023,12.9631,9.0242,7.064,9.4944,7.4471,11.7911,9.1505,10.2136,4.472,5.2592,5.7045,4.2755,7.0018,8.7076,13.3645,0.3591,0.6463,6.601,6.1797,6.202,3.9459,7.7188,8.5104,10.5208,8.2259,8.7489,3.2868,8.4719,7.6474,11.014,11.5537,9.2398,0,9.0068,5.5124,12.4646,1.2707,5.6158,4.7087,8.2741,9.5964,8.2204,9.3767,7.4211,5.9811,6.4692,8.3079,8.8531,8.9666,8.5447,12.8333,6.3493,9.42,4.2328,8.9642,6.446,6.7023,10.1954,8.6377,4.048,7.3801,1.0911,9.8873,8.7125,0,8.3423,3.4449,5.342,8.0723,9.5389,3.9721,9.7083,7.4188,10.9773,6.3342,5.6075,13.015,5.7506,7.4633,7.7683,9.7054,16.1332,3.892,2.3092,8.9436,12.2761,8.7193,2.3457,9.8498,9.4444,8.7086,12.9805,10.2706,12.2765,9.0989,11.7764,10.8822,5.3816,6.6787,0,0,10.6772,0,0.6463,11.8263,6.4224,9.4607,11.067,0.6463,8.2415,4.4348,7.1584,3.8584,10.3774,4.6611,5.3012,8.0904,11.5518,5.1827,11.6006,2.537,5.4762,5.8172,3.368,9.8185,0,10.3061,5.4762,9.381,9.1363,8.1447,0.3591,8.6087,4.2755,0.3591,12.6534,0,3.0115,14.7478,8.0525,7.3874,8.4193,8.0261,8.6761,4.5437,9.5486,10.4576,7.2415,11.8734,3.1557,6.858,6.8686,7.3752,9.4154,2.2245,9.2751,10.036,8.8819,9.0327,6.9433,9.14,7.1324,6.2932,8.1576,8.1873,6.5497,3.2008,3
6.1792,6.6398,4.9949,4.6394,7.0784,12.4146,2.6895,0,7.8752,10.953,6.729,1.7751,2.5473,3.8404,11.6808,1.7751,7.3408,0,5.9511,6.1488,12.2407,4.7079,4.8048,6.3656,6.0467,8.5272,10.1562,8.8897,3.3768,1.9079,6.5223,4.6911,12.4992,0,2.8796,3.8096,3.0994,3.4585,7.6237,6.2032,4.1171,2.7557,1.1449,12.0347,8.8952,8.5669,10.5159,7.4497,4.3704,9.1188,2.3894,3.3768,1.33,5.8335,2.4705,2.6895,8.9572,14.0729,0.3816,0.3816,2.3035,6.0794,4.3491,1.6415,7.769,6.328,7.3963,0.3816,2.9377,7.5992,8.3104,7.3754,8.5484,7.8432,8.7434,0.9324,6.295,3.0994,11.385,0.6831,5.6191,1.33,8.2585,10.283,5.3566,8.0185,8.0876,5.199,6.9143,3.4585,6.631,6.7816,2.6895,12.3544,7.3435,8.8438,3.3341,8.3578,6.0923,6.7816,9.116,6.9953,5.9008,7.7549,1.8974,2.1147,7.4169,0.3816,8.0253,4.2144,4.6218,5.199,7.2052,6.6616,9.5418,6.2839,11.2784,0.3816,8.4876,14.9656,3.7459,7.22,6.5448,7.7076,10.5139,2.819,1.33,8.9332,9.8308,4.2378,2.4705,10.5296,7.5742,3.5731,6.0987,10.1412,13.26,10.0257,6.3226,10.8374,3.9575,6.2895,0,0,10.9703,0,4.2144,11.4747,8.0682,8.06,7.6392,1.1449,8.9837,2.8796,6.4176,4.2603,10.7175,4.2834,4.5607,7.0358,12.6455,3.8096,12.3577,1.1449,4.0395,6.7495,5.3351,12.2205,8.3322,10.6386,4.3056,8.8457,9.4309,8.7747,1.4941,8.1824,4.0658,1.1449,12.2272,0,6.1671,14.2062,8.2514,7.4547,8.06,4.9391,8.6267,1.8974,1.8974,9.134,7.5204,11.1416,3.3341,6.7855,4.3914,5.9226,9.4259,2.3035,8.3511,10.3454,6.1364,7.0945,6.1912,8.4531,6.3335,6.8476,7.6304,8.6454,11.6812,1.7751,1
4.5275,0,10.1121,6.0134,5.6898,11.969,2.7741,0.7215,10.1231,7.0239,3.9332,0.7215,2.4705,4.3088,9.558,5.7432,0.7215,0,8.1161,8.9992,10.4154,3.6646,3.7139,9.731,5.1716,4.3553,7.7361,13.9184,7.6778,0,9.0359,6.9801,8.4464,2.9048,7.1934,0.7215,6.9349,2.7741,5.3657,4.4864,0,3.1354,1.8463,7.9818,7.2437,7.0524,13.8016,7.0167,9.6771,6.6962,3.6989,2.9528,0,0,0,5.6715,8.1916,6.2159,0,3.5888,11.44,3.8051,5.5766,2.4705,5.9542,1.5591,14.9867,16.0028,13.4867,2.0856,6.3133,6.9576,9.3311,13.2003,7.948,3.9933,6.8236,4.2111,8.075,1.2003,5.8606,9.3825,6.3366,7.477,13.4248,9.7088,3.9933,3.5088,4.764,6.7029,8.3861,4.7526,6.2284,8.4677,3.8051,10.0575,5.3657,5.9082,4.0509,5.6898,7.929,6.9801,2.2909,3.2382,0.7215,2.9048,10.5564,0,7.7492,2.9048,3.8051,3.9332,8.6674,6.4693,7.0167,7.7273,11.1191,0,7.1545,13.3154,6.5314,5.9988,5.1716,14.4566,12.0489,7.3622,2.6303,6.4373,8.6371,2.0856,2.7741,9.8433,8.1395,4.6065,9.9322,2.2909,12.979,7.2982,7.2742,9.8637,7.4558,3.8706,0,0,2.4705,0,0,10.7196,4.7174,10.8723,6.7901,0,7.2621,1.2003,7.0594,1.997,10.4263,4.9472,3.0247,6.0421,10.2415,2.2909,9.4376,1.5591,2.2909,2.0856,3.4241,7.2863,1.2003,8.889,3.8706,4.8532,6.7296,7.5133,0,8.054,3.4241,0,13.1205,0,2.0856,11.1921,10.7842,6.511,6.9576,7.7005,8.582,0,9.4809,8.061,5.0915,10.3884,3.9332,4.6445,12.0307,5.828,7.1009,1.5591,8.9144,6.4045,0.7215,8.857,4.2111,7.3792,4.6814,7.2437,7.9965,5.4105,5.0638,7.1479,2
4.28,5.5438,4.044,4.4277,9.3089,7.0904,2.7789,0.5047,11.8368,12.0901,3.6215,0.8778,5.4363,3.229,10.3049,2.2537,4.3409,0.8778,5.7487,4.0069,6.9162,1.4196,1.4196,16.6192,6.9361,1.9751,4.7531,15.7302,8.4489,2.613,7.8879,0.8778,13.3561,1.174,0.8778,2.2537,10.1125,1.4196,4.5617,7.9741,4.587,2.6881,0.8778,13.0233,6.7066,8.1902,10.7059,6.4544,2.5911,6.9207,9.8816,3.229,2.3752,8.8806,0.5047,0.5047,7.9741,16.7328,1.174,1.4196,8.5715,7.6066,3.6698,9.65,6.3838,7.4181,12.7564,1.6295,3.5198,5.5177,7.7313,8.6076,7.9152,9.8835,8.3016,1.174,7.5626,0.8778,13.1204,1.6295,7.2095,2.3752,1.4196,10.4262,6.4681,11.5056,9.2174,4.1155,2.4731,4.2486,7.8695,8.4455,9.804,14.4822,2.4872,9.2204,5.5947,6.7854,6.9162,4.3409,7.8249,0,4.3993,4.7972,4.2486,1.6295,9.5972,1.6295,7.765,5.8253,2.1211,2.945,3.0214,3.0214,6.6833,9.1815,11.4974,0,3.292,15.3133,5.3938,5.6195,4.861,11.2636,17.1436,3.6215,0,7.5562,3.229,7.3383,3.3524,10.5332,8.2647,1.4196,12.819,10.6268,12.4684,6.14,12.2208,9.3277,8.7547,3.6698,0,0,11.099,0,0,9.6334,1.174,9.6717,3.5715,0.8778,8.2127,1.4196,4.902,3.7617,12.1648,8.4712,6.0241,6.4405,11.9167,0,10.7906,1.174,1.9751,1.9751,4.587,2.4872,1.6295,8.4915,3.292,4.6119,7.6968,7.8798,0,7.2772,2.945,2.1211,12.462,0.5047,1.174,9.0092,8.026,8.6904,9.0128,11.3135,7.4181,3.7617,8.2328,9.0497,4.1836,9.4624,3.3524,5.6914,3.8895,6.3095,7.6343,2.5911,9.0757,1.174,7.2217,7.3642,6.4124,8.2249,3.0214,4.6605,9.2575,10.8983,4.9806,2.5911,0
3.4778,0,3.749,1.5078,6.0442,15.7862,2.0795,0,8.2229,2.7073,1.5078,0,1.9129,3.2167,8.1592,2.0795,5.6662,1.7245,4.1743,9.7345,12.2098,1.2527,2.6018,15.3158,3.2167,1.7245,5.3448,14.9862,8.8927,1.5241,9.0251,7.8286,11.227,0,1.7245,0,0,0.9425,3.1434,6.917,0.9425,0,2.2288,10.5449,3.9344,10.2403,12.6102,4.0593,4.7936,3.8903,2.9844,2.6018,0,0,0.5469,4.7448,6.5349,16.3421,1.9129,3.1434,5.0954,3.0661,1.7245,4.2808,3.5362,0.5469,10.7915,5.2606,1.7245,8.494,7.8109,4.8638,6.0442,13.4558,6.8085,2.3641,12.5893,5.4998,11.2737,0,2.7073,1.2527,6.5421,6.7602,9.6251,12.2513,10.5516,0.5469,3.8062,0.9425,3.6466,9.1105,8.5816,7.9275,1.5078,6.0137,1.5078,6.188,6.5563,4.2808,5.9929,3.4168,0,0.9425,0.5469,4.5314,5.9506,0,5.7551,2.0795,3.4168,0.5469,9.8478,1.9129,5.7427,6.1603,12.0055,0.5469,2.7073,16.5832,0.5469,4.2461,8.5304,11.5086,13.1722,4.4727,2.2288,2.7073,10.075,4.2107,0.9425,10.083,5.5575,0,9.1236,9.0173,11.187,6.4538,11.1984,8.3888,6.4689,2.2288,0,0,9.3143,0,0,10.0069,0.5469,11.6702,6.6185,0.5469,6.3597,1.5078,5.8271,1.7245,11.3655,0.9425,0.9425,3.8903,11.779,0.9425,7.9329,0,0,1.7245,3.4168,3.0661,0,7.0634,2.2288,5.5433,8.2732,5.6793,0,6.0137,3.9773,1.2527,14.0734,0,9.0465,8.9409,4.3799,8.3197,3.9344,10.6676,6.955,1.9129,6.5907,7.0383,2.3641,7.1642,3.2866,3.6466,7.0584,4.0189,5.4998,1.2527,7.658,4.2808,7.9138,2.9844,3.3531,5.8154,0.5469,3.2167,6.2151,7.7065,0,2.9844,0
5.7287,1.4213,4.9768,5.3868,9.9138,3.0484,1.9249,0.8791,11.3146,10.142,2.9473,0,4.8978,8.59,10.0434,8.2529,11.0273,0.8791,7.1998,5.7438,13.0888,3.0484,3.3938,6.9841,6.5045,5.7211,4.7101,10.6175,6.0236,0.6462,3.836,2.0275,13.4004,1.5646,2.1232,0.8791,2.9473,1.0833,3.9322,8.1629,6.3936,1.4213,6.2366,13.7886,7.6965,1.0833,11.7991,8.5528,7.2404,7.2082,10.234,2.3773,6.5,6.4685,3.4686,8.591,8.8989,7.7593,0.3558,0.8791,2.0275,6.0664,6.1369,7.7062,6.1931,3.8224,9.5648,6.5907,0,2.9473,7.1916,6.1079,7.7979,7.3284,7.6062,5.9859,6.9021,7.208,11.6427,0,5.7588,10.152,4.6471,7.1266,7.7062,4.6309,7.5599,2.5934,7.4184,3.7936,7.0945,9.4684,0.641,7.5811,7.8266,7.83,4.8704,7.458,7.9574,7.4557,8.5213,1.5646,8.0653,7.6288,5.9074,1.0833,9.1196,0,7.7979,4.2617,4.7705,9.5423,8.6495,11.1837,9.338,7.5492,11.5978,3.3548,7.7197,12.9138,9.1369,8.3904,8.7662,9.0843,10.0109,6.5309,2.3773,8.2595,0.641,5.5593,0.3558,10.2973,8.9747,7.3508,11.1687,9.7478,10.9347,6.6074,11.5398,9.4174,9.5243,3.6075,0,0,6.7189,0,0,11.9184,7.0156,7.4694,14.6294,0.8791,8.0683,5.9602,6.2526,2.7077,11.5506,9.1758,2.453,6.9518,12.5365,4.8566,10.3847,1.5646,1.2622,0.641,7.4965,6.9387,0.3558,8.9082,2.2975,12.6856,10.6144,6.6602,0,6.8541,9.0197,0,12.1427,0,7.5599,11.6232,7.9212,7.8159,5.9731,8.3476,8.4248,1.5646,6.8122,8.6505,4.6631,9.988,0.641,6.0174,4.4763,8.8368,8.2072,8.9257,7.6611,8.2595,5.6098,6.7454,7.9784,8.1387,4.3031,5.7057,7.3508,9.6243,11.4859,5.781,1
5.0417,3.0968,1.2471,3.6244,5.1292,14.9703,3.1536,0,7.1088,0.7543,2.4501,0.7543,3.2609,1.7672,10.0335,3.0968,0,0.7543,9.3222,7.1372,7.4493,2.538,3.0968,7.2292,5.8148,4.4102,7.5293,11.4987,3.8814,1.9203,3.7684,1.7672,3.4986,0.4259,2.1487,2.9117,0.7543,2.1487,5.4683,2.2563,0.7543,1.6138,1.0217,2.1487,7.7593,0.4259,1.4421,7.2651,7.882,6.9811,1.2471,3.9471,2.538,0.7543,0,4.2631,7.6962,2.4501,0,2.2563,7.9275,5.2251,6.1854,3.3607,6.6124,3.3116,8.0909,1.4421,0,3.8473,7.4178,4.8316,9.7906,4.0099,7.7707,1.2471,9.9332,2.8443,0.4259,1.7672,6.3942,1.2471,5.5339,0,7.9557,2.1487,7.2651,3.9471,4.3867,0.7543,8.5294,3.4081,10.574,12.7931,4.9485,0,6.7886,6.6719,6.1369,5.0715,7.5479,3.4541,7.2938,4.9802,1.0217,0.4259,8.1566,1.6138,7.0724,2.9117,1.4421,3.0968,7.8307,4.6658,7.1754,7.7616,11.2031,0,1.2471,13.3634,5.6069,5.7333,4.2371,1.0217,13.3569,0.7543,0,6.6719,9.4594,0.4259,1.0217,10.6454,7.3974,0,5.1711,6.5556,12.9097,6.6124,5.0715,8.6698,1.0217,3.0377,0,0,1.4421,0,1.2471,10.4335,1.0217,7.727,5.5015,1.9059,8.9775,0.4259,5.3024,3.7365,11.3322,4.8995,4.5679,7.1266,11.48,2.0324,10.3743,1.2471,1.2471,4.0404,4.7963,10.141,5.8582,8.6153,1.4421,8.125,9.7154,7.4062,1.0217,7.0389,6.6375,1.9059,13.4844,0,1.4421,11.7204,8.3708,8.7967,7.3095,0,8.3065,0,2.6006,7.7456,4.9644,10.6084,2.6993,5.4112,5.1848,5.4905,8.041,2.7736,8.9498,6.592,3.0377,9.0326,4.7232,7.3647,3.9471,4.9644,9.2212,1.4421,1.6138,1.2471,0
6.7693,5.1429,4.3272,3.9359,9.1041,11.2369,2.2674,0.9662,10.2369,5.2064,4.1577,0.3982,3.6374,5.518,9.7157,1.1837,7.0682,0.71,6.3586,7.5068,12.9568,0.3982,3.5617,15.5755,5.0069,5.3926,9.4215,15.0315,8.1396,1.9679,6.8938,3.7439,8.2567,0.9662,1.949,3.1614,0,1.949,5.7054,5.4876,2.7489,7.4503,0,13.3503,8.8555,12.5764,5.2791,8.7678,7.5119,7.8356,6.0058,2.9988,6.651,7.3214,1.3726,3.8431,9.2648,12.3942,0,1.1837,1.825,5.7824,5.6877,6.2301,8.3538,5.6788,13.7113,6.2055,0,6.843,8.9213,7.0579,8.6391,14.1172,8.2295,2.4464,12.6205,9.3621,12.2329,0.9662,5.3816,8.2701,7.3887,5.9251,14.1311,10.6289,1.1837,2.6055,7.0274,3.2605,6.4663,7.9262,2.2674,12.247,7.8063,11.0958,4.3722,8.9223,6.839,6.8189,8.9023,9.0376,2.2674,8.0175,4.1832,13.1828,9.5592,0.3982,7.9337,3.8108,5.5959,1.825,11.2302,7.7132,8.5155,8.0368,12.5883,9.6058,0.3982,14.1002,1.949,7.7584,7.4184,15.1288,14.9,11.0199,3.8431,8.0334,14.1694,5.4876,6.0201,10.277,6.0341,4.0231,12.1868,7.9726,14.5041,8.3397,12.7683,10.27,10.8175,5.6241,0,0,6.1613,0,4.9635,10.9113,6.9837,8.9373,8.9289,1.1837,8.2124,5.1167,8.2233,3.64,11.2308,7.4993,4.792,9.0738,13.1891,3.2118,11.336,3.2118,3.3076,3.8747,15.2325,10.8517,5.6054,9.7492,3.6374,4.5589,9.4837,7.9449,4.0785,7.5194,8.4115,0,11.9074,0,7.9689,12.5976,8.0917,8.3966,8.2995,10.6239,8.2879,1.6894,9.8692,7.2569,7.3582,10.5895,4.4582,7.075,8.1622,7.4814,9.3753,2.9403,9.1733,8.4566,5.799,6.628,6.2055,8.1702,6.4295,7.0475,8.2834,10.347,4.9926,7.8685,1
