SNCA,APOA4,CHGA,STX1B,MME,MUC6,PM20D1,UCP1,MMP3,KRT20,SYN2,GPC5,HOXC8,APOA1,CXCL12,KRT5,KLK6,EPO,CD38,LTF,MUC5B,KCNQ2,ATP6V1G2,OLFM4,KIF5C,RET,GNAO1,CLDN18,FOXJ1,DNAH11,CA9,SOSTDC1,CDH17,COL2A1,DSCAML1,RIMS2,NPSR1,ACSL6,TLL1,TM4SF4,RBP2,GIF,KRT14,REG4,CLIP4,LIPF,MSLN,RRAGD,CR2,DZIP1,SLC9A3,SLC26A4,SLC15A1,SLC26A3,FGB,KRT16,PDLIM4,DMBT1,FGF8,NEUROD1,IRX2,GUCY1A2,RAB39B,HOXC10,CPNE8,APOB,TFF1,GC,GKN1,GALNT14,LRP12,DNM3,PRKCB,PGC,EHD3,KRT4,PI3,SLC34A2,HMGCS2,LOR,HS3ST3B1,DKK1,COL4A6,PHGR1,TFF2,AKR1B10,PIK3C2G,HYDIN,AS3MT,ISX,CD69,SLC6A19,NLRP2,CXCL5,PRKAA2,HABP2,IL12RB2,EPDR1,EDA,FAM92A1,ITGA9,C2orf40,IGF2BP1,SALL4,POPDC3,REG3A,CD40,SH3GL3,GIPC3,KCNQ3,CNTFR,MTTP,WFDC2,PCSK1N,SMO,GK,ATP6AP1,S100A7,LY6D,AGR2,MUC16,CHST10,TPD52L1,PSCA,PIGR,PRSS1,OXT,PTPN13,REG1A,SLC13A2,ORM1,GFM1,DNAH1,KRT6A,DUOX2,GUCY2C,CTSE,SRPX,MUC4,CYGB,AQP5,BMPER,NPS,ATP6V1G3,CDX1,NMS,REG1B,PLTP,KRT6B,VSIG1,KRT17,SLN,SOX7,RHCG,PPP1R14A,PPM1E,SLMO2,PCLO,MTMR8,QPCT,MAGED1,SCEL,MAP1B,KCNB2,KCNS2,KCNB1,ITLN1,THBS4,SMYD1,LHFP,HTR7,KLK10,SMARCA1,HLX,HMX3,GRASP,NOTUM,OPRD1,RPSAP58,FOXI3,FOLR1,FBLN1,OGFRL1,IL20RA,ZNF518B,FER1L6,LPAR6,DUSP27,DUOXA2,SDK1,NXPH3,FNBP1,DGKB,DCLK2,CXCL17,CPAMD8,MID2,ZNF114,CHST2,CHRDL1,CHP2,SLAMF6,NMNAT2,CD200,FIGN,GAMT,PLA2G7,NPC1L1,ALPPL2,A4GNT,subtype
2.7272,0,12.0461,5.5029,6.9548,11.435,2.4255,0,6.6394,12.4028,1.523,1.523,4.1077,3.7541,8.9052,1.1694,4.9821,0.7001,7.9814,10.3278,10.5375,0.7001,1.523,8.7317,4.7338,3.9417,6.1615,11.8376,7.6184,1.1893,8.6349,7.7202,14.0871,6.0839,0.7001,0,1.1694,6.2706,3.2846,8.7817,1.8067,9.4549,0.7001,11.164,6.174,12.1851,7.6812,5.9299,5.3785,5.4421,5.8225,0.7001,3.7541,7.2612,1.523,0,6.9977,9.1737,0,6.0159,9.3331,4.159,3.9992,6.9254,5.9735,0.7001,12.575,2.9765,14.4542,2.9765,6.1988,5.5227,8.1684,13.1302,7.494,0,12.4785,5.9446,10.0063,0,3.3742,2.2472,4.7338,9.6737,12.3757,10.1764,6.2822,4.3915,5.4212,8.7652,6.2351,3.5383,5.2183,7.4839,3.0867,6.0938,5.169,5.4421,3.5383,6.3052,8.8497,1.523,2.0437,4.5148,0.7001,4.3029,7.7414,0,7.4431,1.8067,3.8193,9.0121,4.5916,9.0803,5.9878,9.0601,11.1434,0,0,13.7505,0,5.3567,5.312,8.9696,16.5314,1.8067,0,5.5421,9.2541,0,3.5383,10.3989,9.7437,1.1694,11.3113,10.8527,11.7157,4.6645,11.0269,9.0601,8.277,1.8067,0,0,11.0556,0,0,9.4601,2.2472,10.0806,7.5527,0.7001,7.5236,0,6.2231,2.4488,11.7558,9.4575,4.8939,5.6538,11.1589,0.7001,9.3091,3.0867,1.523,0.7001,4.3029,2.9765,0,8.3698,1.1694,5.6715,7.2073,6.7185,3.9417,7.1193,2.7272,0,12.851,0,4.3915,10.0237,6.3278,8.0746,9.5955,7.4585,8.457,4.3915,8.9822,6.0298,2.4255,9.396,0,3.9992,9.5276,4.159,8.2943,0.7001,8.3339,2.8572,10.4404,7.8272,3.6139,7.5999,2.8572,5.3567,7.8741,2.4255,2.2472,5.3785,1
4.4702,3.0383,8.0464,3.5635,5.0854,15.1558,2.204,0,4.6606,9.4088,2.045,0,5.1841,2.7597,6.4002,0.5666,5.858,0,6.4605,13.2789,12.7536,0.3109,1.9584,12.9028,4.5012,5.3718,6.7029,14.9365,8.0891,1.9849,9.601,10.0022,10.9278,3.992,1.1392,1.548,4.9233,1.9584,4.2325,7.7437,1.2887,10.6364,0.5666,13.7573,6.5521,15.9697,6.0431,6.3878,6.9162,5.6526,9.8851,3.1204,1.548,3.0383,0.5666,0.5666,6.5814,16.1785,0,3.5635,8.7363,3.7556,3.3073,9.4742,6.0057,1.662,13.2874,7.23,12.7874,1.9584,6.0219,6.4605,7.7502,16.8283,6.659,0.3109,12.4097,6.8546,11.0568,0,3.2718,0.5666,3.9251,6.3415,12.7052,11.5971,7.4384,2.6534,5.8682,0,6.3156,8.5526,6.064,7.9217,5.1745,9.3039,3.9701,6.2441,6.7195,5.8935,7.339,4.4386,0.3109,6.6277,2.045,7.3895,7.127,0,6.6658,2.1267,3.6764,1.1392,10.1076,5.7844,6.1929,7.262,11.5705,0.5666,0.3109,15.5171,2.045,6.6929,7.6275,9.6895,17.1496,6.9446,0.5666,6.4447,14.1439,4.035,3.08,10.6073,8.0737,0.9724,12.8679,6.6521,14.9512,5.1454,12.4496,8.7117,8.0092,3.8787,0,0,2.5386,0,3.1981,9.5292,4.2139,13.4896,6.8842,0.3109,8.6224,0.5666,5.9281,2.9863,10.9066,5.4049,3.3066,5.2855,11.9568,0.5666,9.516,0.7837,1.2887,1.7677,4.0767,7.5646,0,7.3475,2.7075,8.9237,8.0839,6.1544,1.2887,6.2023,4.8041,3.6211,13.2954,0,6.0165,9.0723,6.5814,6.7488,5.9949,10.6133,7.4384,0.5666,10.3313,6.2713,4.3731,9.2936,0.7837,4.176,10.4418,4.035,7.1565,0.7837,7.5973,5.1841,1.4242,6.6996,3.7811,6.3372,3.649,4.7791,7.8148,8.1317,0,6.3669,1
4.5702,0,7.6968,4.4287,7.4941,12.9784,1.0773,0,5.3756,4.4654,1.4142,2.1144,4.6361,2.8289,9.3538,1.6871,6.8635,1.0773,7.2103,12.7477,7.4896,0,3.0383,13.1687,4.2717,3.3834,6.6085,13.2862,7.9215,1.0961,12.3915,4.048,10.3781,0.6369,1.6871,2.2884,0,1.4142,3.9987,7.4581,0,9.9368,0,9.2232,6.7786,14.3939,12.5253,7.2317,7.4535,6.524,6.7328,3.0383,0.6369,0.6369,0,8.1725,8.5681,8.0049,1.0773,2.1144,10.2669,4.5012,4.391,9.0885,5.5736,0.6369,10.8674,4.9785,8.7613,3.8949,6.6883,7.3785,8.3523,15.7927,7.6773,2.5838,7.8539,1.9166,11.3655,0,5.3562,6.4887,4.8456,5.8344,9.1518,8.1388,5.9936,0.6369,3.6426,0.6369,5.9162,2.2884,5.8622,8.9317,3.8949,8.2376,4.8174,7.5464,4.7888,4.9002,7.4165,6.2253,1.0773,4.5361,1.6871,7.5292,8.2189,0,6.719,2.7116,2.4437,0,7.1885,5.5222,7.2737,6.9823,12.3091,0,3.597,15.4621,4.4287,5.7916,5.5567,9.5363,15.2917,4.5702,1.4142,6.0309,11.5573,1.0773,4.5323,9.3216,6.6489,3.6617,12.4295,4.0956,14.3178,7.4896,8.8577,10.3721,8.4563,3.1327,0,0,3.3046,0,0,11.0772,2.9374,10.6984,12.4482,2.5838,6.8358,0.6369,7.2994,1.4731,10.5731,5.2964,4.5016,6.3967,11.3076,3.9987,9.1616,0.6369,1.4142,1.0773,3.9987,7.7756,1.0773,8.7923,2.5838,11.5134,8.0018,7.2789,0,7.7045,6.5498,0.6369,12.4266,0,7.121,11.4586,8.3498,9.9921,6.0062,5.3365,7.2634,6.1141,9.8614,7.5969,5.2125,9.1046,2.2884,5.7175,10.2293,4.3126,7.0979,1.0773,8.1529,6.1025,6.5413,7.1439,5.3365,6.9823,3.8949,6.2253,9.2029,2.7116,2.5838,6.7858,4
3.7136,0,5.7825,3.7492,7.3729,15.3179,1.8561,0.4087,8.3556,5.2731,1.7193,0.4087,4.0917,1.3993,8.1229,5.0629,3.7492,0.4087,6.0696,10.1931,13.8953,0.7269,2.2026,8.4505,4.6945,4.7127,5.739,7.2133,3.8833,1.2222,4.9395,1.3993,6.0555,0,1.5682,1.5682,1.5682,2.2026,3.915,0.9874,0.9874,5.3904,8.7095,6.3559,6.0626,7.2726,5.0629,6.0412,8.3513,6.9446,10.6439,3.8833,6.0766,0.7269,0,13.9742,7.673,5.0053,0.7269,0,0.9874,4.224,3.4795,5.7478,6.0555,3.1999,6.0975,0.4087,1.8561,2.7857,9.5389,5.3329,8.0711,12.3668,7.1811,4.224,12.4247,8.1144,0.7269,0.4087,4.9142,1.3993,4.4784,2.9779,7.4932,3.8833,11.5063,2.2026,3.8308,1.5682,6.8657,3.915,4.2737,7.3758,1.9811,3.6013,4.6762,7.2603,7.347,7.0904,6.9749,2.2026,2.7857,5.7478,0,5.6095,7.0338,0.4087,6.3384,3.9763,0.9874,4.1985,11.2359,4.1985,8.1597,6.7074,11.9103,2.5639,7.3236,13.3189,10.71,6.7951,3.1475,8.9625,10.2132,0,4.9452,7.0047,12.345,0.7269,0,10.7004,8.3527,11.434,4.6945,3.7839,11.2753,7.4827,13.7787,8.7572,6.034,2.7857,0,0,3.6013,0,3.6771,9.7072,9.9401,7.1008,13.6593,1.3993,8.6148,4.9755,4.5201,3.0792,11.1224,5.5401,5.0487,6.614,13.3424,9.4931,9.3124,1.5682,0.4087,0.7269,4.5806,7.3785,0,7.9559,2.5639,9.3556,10.53,7.1008,0.4087,6.5699,6.3149,0,13.1976,0,0.7269,11.104,8.1075,7.9861,6.2419,6.3501,8.4424,0,1.5682,8.3743,3.5618,9.344,3.7492,6.6938,9.9559,4.0352,9.0174,1.5682,7.0517,5.6287,5.3329,6.6661,7.9786,6.6427,3.4365,4.5406,6.3326,2.5639,0.4087,3.6397,0
4.4242,3.1997,5.6581,8.0532,8.0572,3.5598,1.9918,0.4565,6.8809,12.6691,1.6929,0.4565,4.926,3.7712,9.4106,2.798,10.5558,0.4565,7.3771,8.0511,1.9918,0.4565,3.4163,14.2817,4.2375,3.7712,8.9584,11.7704,6.4608,1.0968,9.3126,2.1208,12.6597,2.6347,1.3153,0.4565,0,5.7804,4.0877,3.5598,9.0218,7.5418,0.8026,10.8662,8.1677,0,8.5494,7.2975,8.2512,7.38,7.9858,2.1208,1.5164,5.6367,0.8026,3.0128,7.8447,9.4761,0,2.0655,5.1238,3.81,4.4733,7.1912,6.3533,2.7186,7.9806,0,0,3.5598,7.3312,5.3112,8.7721,7.2629,7.833,0,7.311,2.8732,12.8745,0,4.816,8.9124,7.2524,9.1976,0.4565,5.4771,1.0817,2.6347,4.4066,8.0204,6.2583,1.3153,9.3625,10.6152,6.4669,9.6517,5.2977,7.8093,5.6475,6.5147,9.4934,6.5609,8.2582,9.337,1.5164,1.3153,8.3014,0,6.2371,5.3902,7.8679,8.5102,4.2657,7.9132,7.6765,7.5731,11.5367,1.0817,0,12.4709,2.3487,6.0714,7.1081,0,14.095,3.6481,1.3153,7.3211,5.4281,7.7778,0.8026,10.2608,8.3014,0.4565,5.7901,10.2348,9.8935,6.9346,9.0973,9.7004,5.6687,4.0558,0,0,12.1242,0,1.6929,11.9194,3.0128,2.1208,8.3549,3.9897,7.1081,4.816,7.3009,2.3487,11.7042,3.5136,2.5455,8.1584,10.531,0,9.7667,0,2.8732,5.0447,8.097,8.3581,7.6311,8.9202,2.3487,10.539,7.8236,7.4739,0,7.3706,8.7373,0.8026,11.8434,0,3.257,11.9819,6.7965,7.833,6.3793,1.5164,7.1427,2.9447,3.4163,8.7831,6.9607,10.2325,1.3153,5.9376,6.1185,4.2088,7.8794,2.2393,8.8192,7.4122,9.2203,7.9087,4.399,7.9243,4.1495,5.7998,8.8144,8.6951,3.81,0.4565,1
5.9611,3.8305,1.9648,6.1564,3.0738,10.8818,3.8629,0,5.3463,2.6233,6.7945,2.5457,5.8922,9.1873,10.0203,2.2843,9.1849,0.4034,7.7838,10.534,13.9403,0,3.0738,15.2689,5.588,5.1107,10.4313,13.6777,3.2795,1.5772,7.4018,5.0971,8.328,0.9766,3.5812,2.6233,3.8945,3.3267,6.5778,4.9987,0.4034,1.8403,1.1956,7.4207,9.7451,0,11.3403,8.2567,5.4878,8.8253,5.0091,2.5457,8.4673,2.8976,4.3701,8.1477,9.757,14.1755,0,0,7.8438,6.0339,5.3577,6.1629,8.3764,5.7263,10.6006,3.6569,6.2873,0.4034,8.0545,7.287,10.5904,12.3512,8.1112,6.2388,9.9701,8.1993,6.195,0,4.0985,7.4609,8.6511,4.1778,8.7921,9.6728,5.5388,5.9979,7.7129,0,8.2704,7.3905,11.1851,7.2538,9.4692,9.3314,5.2879,7.7561,5.5587,6.752,9.8507,8.7942,3.1803,7.7496,4.0146,3.9558,9.0235,0,7.6512,1.9648,3.8629,6.4237,7.4661,10.3562,8.9927,7.2074,11.1024,1.8403,3.5418,12.2861,10.3224,7.0193,5.1374,9.3896,13.9313,1.5537,1.3857,8.4554,10.0292,1.3857,7.1852,10.2703,8.9206,6.048,7.2508,6.1234,13.0387,7.6855,10.2208,10.5081,10.3122,4.9543,0,0,3.9558,0,0.7183,11.452,10.5715,6.6947,11.3794,0.7183,7.278,5.7175,8.4895,2.9695,11.7044,7.9698,4.4785,7.6967,11.2467,7.0547,12.9452,0,1.8403,6.5631,5.1505,11.7295,9.9258,9.6677,3.0174,5.9906,9.7216,7.113,0,6.5181,5.9232,0.7183,12.0347,0,5.0971,11.7395,8.3931,6.9113,8.7879,5.6356,9.1976,0.9766,3.9555,7.0335,8.5725,12.2423,1.9648,8.3032,12.0538,6.8721,10.0877,2.0793,7.9474,6.9113,3.7289,8.5062,7.2477,6.752,7.3597,6.2633,8.7244,7.4635,5.0557,5.9611,1
5.6339,1.2222,0,6.1151,7.6531,3.2221,3.3216,0,8.7298,4.6815,7.4259,0.7368,2.2221,5.2476,10.3495,1.4148,0.9999,1.2222,8.8772,6.723,4.6241,0.7368,2.7251,17.5211,6.6045,4.8904,7.7366,16.009,2.3216,2.5308,0,3.9693,6.6094,0.415,3.2221,2.2221,6.95,2.5022,5.5746,1.7367,2.6627,4.6815,0.7368,7.0367,7.9165,5.9065,5.044,8.0693,7.6119,7.1012,5.7227,2.7367,0.7368,0.415,2.7367,0.415,6.6387,16.5606,0,0,0.7368,5.5644,5.6339,2.8742,7.1358,2.2221,8.9921,2.2221,0,4.8576,6.9693,8.0202,9.8075,7.8721,8.6543,0.7368,3.807,1.5847,9.6803,0,6.0657,9.5619,7.2123,4.3454,3.9693,11.6613,10.4301,3.6626,3.7803,0,8.0331,12.1353,10.242,8.0513,3.1696,10.3816,6.8409,6.7766,5.6339,6.8241,8.4659,4.1426,1.4148,4.9997,0.7368,0,10.3649,0.415,8.1729,4.4591,5.4147,6.7501,2.8742,2.6627,7.4645,8.0312,11.4517,0.415,0.415,14.0509,7.409,6.1426,3.7001,3.5846,16.2518,5.3689,1.2222,7.0404,8.5632,1.9997,0,10.5717,8.8346,1.7367,4.9997,3.0586,13.6276,5.1151,6.0071,9.7837,3.0586,4.1961,0,0.415,2.3216,0,0,10.6223,7.2881,11.0599,1.8742,0,8.264,0,5.7185,3.1643,10.9996,2.1152,4.4371,6.4861,11.0749,0,10.7531,0,3.6626,2.807,2.1152,8.3409,2.2221,8.994,3.5846,3.1696,10.1899,7.392,0.415,7.5206,1.7367,0,13.1914,0,0.415,11.295,7.9323,7.4591,7.2156,0,9.3638,0.415,2.5022,9.0358,3.2221,11.3087,0.415,5.8904,12.9993,7.7093,7.6673,1.8742,9.2578,8.5909,0.415,9.4522,5.7001,7.9538,4.7366,5.7545,9.5612,4.7722,3.9066,9.9165,2
5.4915,0,9.5739,4.6709,7.3324,12.966,1.7984,0,5.5689,12.5258,5.6152,0.3893,0.3893,2.238,9.6845,1.5154,0.6956,0.3893,5.6864,10.635,8.177,5.8425,2.908,10.1079,5.2428,6.1934,9.1884,8.9651,1.6638,2.3474,6.9291,3.6395,13.0479,2.14,3.9012,8.2581,0,7.0849,5.3992,1.7984,3.8401,8.4312,1.163,8.7772,8.5312,15.4085,5.1825,8.4695,6.333,8.1991,6.9917,3.2522,6.4501,11.9099,0.3893,0.3893,9.1408,13.63,0.6956,1.3499,4.7394,8.4796,3.4065,0.3893,8.8555,2.4161,9.0366,4.5616,6.5441,8.9633,8.3125,7.5837,8.2668,15.7773,9.5232,0.9482,11.1044,2.3298,9.1784,0,5.6152,4.6884,8.0495,6.7697,9.4375,5.6689,4.0967,3.8709,6.5052,9.9186,7.1866,1.5154,1.3499,7.4392,7.3653,6.1807,4.6533,10.225,7.5218,7.4799,10.1538,9.095,2.5745,6.7491,6.2993,11.3134,9.2996,0,8.0529,6.6897,8.5492,2.238,5.4098,10.4522,9.0485,7.5387,12.0432,0.3893,0.3893,10.9714,1.6638,6.5678,7.408,8.928,14.6986,1.5154,1.7984,9.5377,11.6,2.908,0,9.7368,7.065,0,11.1415,10.4387,8.5372,8.5799,4.7056,10.8546,7.1835,5.5307,0,0,11.0538,0,6.6142,11.0311,0,8.163,1.5154,2.14,8.2668,5.811,7.674,7.6601,11.166,10.0723,5.9834,8.5599,12.069,0.3893,11.6533,1.6638,2.6476,7.8625,3.4065,11.7472,6.5003,9.5827,3.8401,3.1284,8.6911,7.4773,0.3893,8.4833,4.8049,0,11.5581,0,4.7725,12.7403,7.9464,8.4982,8.5599,4.8049,7.6205,0.9482,5.9304,7.643,7.5837,10.9356,3.1786,7.2816,8.5916,6.3385,9.0065,1.6638,7.5194,8.5973,7.7424,6.6413,11.4932,8.2286,5.3562,6.3874,8.3971,2.238,0.6956,5.5113,1
5.188,0,0.7126,4.9404,4.9701,14.0275,2.8215,0,3.5287,0.7126,6.897,0.3999,4.9253,2.3652,11.0984,2.6848,7.9103,0.7126,6.8932,5.8303,11.3397,0.3999,2.7548,13.2811,4.9701,5.2006,7.1021,13.2101,2.3652,2.6315,8.1334,2.7548,4.4224,0.3999,2.2729,1.5442,0,3.7157,4.3107,2.452,0,0,2.6848,13.4908,7.2243,2.6113,5.5147,7.5584,8.0663,7.3647,7.7944,1.9541,0.7126,0,0,0,8.5789,12.5368,0,0,0.9695,5.0967,4.4437,6.8499,6.3655,2.6848,13.7019,0,4.4224,3.7503,7.7589,6.9427,8.3224,16.4597,8.6654,0.9695,8.7123,10.8835,6.5636,0,5.188,6.8697,3.568,1.1876,14.0957,9.116,0.9695,4.1642,5.4738,0,7.1483,11.6602,6.2612,10.5206,6.4363,4.0576,5.262,8.1202,7.7568,6.1488,8.4144,5.1754,1.6942,7.3225,1.1876,3.0049,8.3719,0,7.2057,3.4036,4.0576,0.9695,7.1836,5.9765,8.4996,6.544,12.0082,0,0,14.6277,3.8172,6.7507,8.3926,10.999,11.6395,3.6437,3.0612,7.7737,12.67,0,0,9.9158,7.9574,0.9695,3.6801,2.452,14.9372,8.0315,10.8534,10.0566,10.9625,2.6113,0,0,3.4036,0,2.452,11.3419,1.83,11.0073,4.3788,1.3769,8.6538,1.6942,6.6805,5.6121,10.9917,8.7704,3.2833,5.9167,12.2745,1.5442,9.6556,0.3999,2.8215,2.6848,6.2491,10.113,0.7126,9.6204,4.1642,3.4882,10.1821,8.0208,5.0136,7.4934,6.3876,5.262,12.0268,0,3.7157,12.1936,7.9007,7.5584,8.4932,9.2812,9.2178,0.9695,2.0684,6.5191,6.3372,9.8835,1.83,6.3143,5.262,6.6579,8.8354,7.0299,8.5861,7.8295,1.1876,7.7201,4.9101,8.283,4.8475,6.3258,8.5521,3.8812,0.3999,2.8215,1
3.6365,4.5937,7.8658,4.952,4.2458,15.2168,3.6677,0,2.4929,12.184,9.3343,1.9983,6.5055,6.4025,7.9682,0.3474,7.9413,0.3474,4.6881,6.7182,15.154,0.3474,2.7481,12.5498,4.9003,6.2764,7.8352,15.3664,8.6396,1.6904,12.8097,8.0857,13.5622,1.8964,5.142,0,7.5446,4.093,4.2037,12.0358,5.3197,0.3474,0.8615,16.7655,7.9946,6.8016,13.2546,7.1776,6.6455,6.1929,7.3079,3.5449,7.0471,10.1743,0.3474,7.5234,7.7862,15.2189,0.6272,0,9.0808,4.9771,3.5385,9.4729,7.5634,3.5719,15.3863,0.3474,13.2139,7.7791,7.6383,7.4032,7.4954,16.4041,8.016,5.387,11.4981,12.3006,12.0705,0.3474,4.0698,10.1922,7.0171,7.7791,15.2161,12.2912,0.8615,4.1158,7.0706,5.0382,6.0697,10.2735,2.8054,12.2485,8.4782,6.7144,6.1822,7.7933,8.6435,6.0039,7.3846,6.2713,5.7281,4.5271,6.2865,0.6272,7.1992,3.8693,6.9771,4.1823,8.4616,5.4512,9.1067,9.6574,9.0284,8.2222,11.2356,0,6.4164,15.6558,10.2761,6.9833,8.2726,15.2354,13.7387,9.3507,1.6683,9.1335,8.1043,5.387,1.8339,10.5357,10.0126,4.3457,13.7006,11.9138,15.1313,7.4194,13.2458,8.6178,11.3537,4.7624,0,0,9.3252,0,0,10.663,4.2663,13.3496,9.9713,2.4213,8.6562,7.3963,6.9708,5.0304,11.1636,6.5523,6.4117,5.6044,12.8119,7.8248,10.0289,0.8615,2.0934,3.0621,9.4444,2.7481,1.063,7.8759,3.7283,11.7217,9.1454,6.6297,1.2397,6.3457,5.6284,0,12.5588,0.8615,9.0148,10.552,7.3196,8.5355,8.3188,12.0267,7.5277,12.2401,10.5444,7.8675,4.7331,9.9175,2.4929,5.2283,8.0505,10.1252,8.9519,4.7768,7.6383,8.6455,8.546,6.8086,7.8726,5.9854,4.7768,4.6258,6.2353,10.2456,10.537,3.7576,1
5.4768,12.1542,9.9912,4.0485,9.2154,16.7038,1.4734,0.5303,8.7751,13.0172,4.4514,0.5303,2.8518,9.0572,9.5591,0.9172,8.852,0.5303,7.1523,11.9136,13.6155,0,3.0962,13.4953,4.9221,6.5991,7.6016,15.3146,6.8194,1.5031,9.4644,11.2645,13.1527,0.5303,3.8846,2.4441,5.3877,5.3723,6.401,10.7601,8.1382,1.4734,1.8739,14.9354,8.0491,5.1008,10.5751,4.8572,5.0436,7.3354,10.2085,3.3051,9.0952,11.441,0.5303,4.6431,7.3733,15.0551,0,5.6139,5.2087,5.3723,3.5436,1.2219,6.9599,13.3386,16.967,4.1602,17.0925,5.341,7.1568,7.4884,7.8661,17.4427,7.9014,0,11.812,6.189,10.5393,0.5303,4.0092,3.4876,9.0822,11.5031,15.2091,14.0379,9.7235,4.2969,3.8671,7.7066,5.7864,11.8756,10.2473,8.8957,5.7271,9.3556,3.6495,8.0611,5.3568,6.4161,9.2229,4.2302,0.9172,4.2302,2.187,14.4458,7.1478,0,8.4591,4.0092,6.9181,10.7549,9.4561,8.1106,7.9411,8.2686,11.1049,0.5303,5.5741,15.9428,3.1692,6.189,6.9021,14.7889,17.2868,10.1412,2.8518,7.1613,14.1121,10.264,3.7482,10.2985,9.2725,5.8655,13.9303,10.0612,15.5961,6.307,12.804,9.6125,10.1303,4.1956,0,0,10.5009,0,8.6969,9.9906,6.4311,13.4878,6.5175,3.1692,7.9147,1.8739,6.8363,2.6704,11.1428,8.4259,5.9088,6.3548,12.2632,5.6653,10.3107,1.4734,4.7659,3.5975,7.9669,3.6495,2.0389,8.5039,2.7601,10.6519,9.0231,7.2054,0.9172,7.0253,4.5088,0.9172,12.5089,0,0,11.1541,6.4311,8.8212,7.618,13.6825,8.8112,5.9404,10.6212,8.8822,3.8406,10.2562,0,5.8094,12.1798,6.4821,8.1382,1.4734,8.7969,3.0962,8.824,7.0154,6.5035,7.8634,4.7893,5.6527,6.2408,10.3077,6.6318,8.9819,3
6.6238,10.4073,9.28,5.7713,9.3538,9.6533,1.2969,0,1.4586,12.2182,6.8076,2.3447,4.8854,8.0097,10.9635,4.9136,1.4586,0,7.0804,8.0015,11.7845,2.3447,6.2291,11.0655,7.7707,10.5627,11.8903,9.4241,2.5014,1.6219,8.1987,5.7942,11.7425,1.736,5.6676,4.8567,4.6378,6.1778,6.8665,8.2984,10.3671,1.9686,1.1148,11.5643,10.211,7.156,6.2291,8.0499,9.861,9.3271,10.0282,3.1952,6.2178,8.3573,3.9874,1.604,9.5291,15.1028,0,1.1148,4.9275,5.779,5.684,0,7.8603,11.2215,10.3492,6.3055,8.9987,6.1951,8.389,7.4461,11.2269,11.7958,8.7741,0,4.9412,6.5404,12.1742,0.3689,5.9036,0.9063,10.5158,10.3375,7.2639,10.4325,2.5014,6.3214,7.3385,6.8665,7.9632,10.5845,7.9292,7.5349,10.047,7.1967,3.2404,9.084,6.8737,6.947,11.2447,10.7398,1.1148,6.0503,3.7267,8.7103,7.8711,2.3447,7.7297,5.109,6.6575,10.0866,6.9807,8.3038,9.2354,7.0679,10.8843,0,0.9063,12.1964,2.7714,7.5167,7.7936,7.7803,15.3231,3.1486,2.0722,9.1536,13.589,8.6972,3.1952,9.9682,8.8444,2.0722,10.6695,9.9117,11.5489,9.8364,9.3042,10.2432,2.4252,7.2612,0,0,10.9651,0,7.2721,10.8389,2.1689,8.5185,7.2474,0,8.6309,0.9063,9.3622,4.8353,10.3033,8.1391,5.0271,7.8421,11.3726,0,13.4186,3.5223,4.7514,8.4176,4.2308,12.424,10.8283,11.1398,4.9275,2.9453,9.9559,6.974,1.4586,8.0905,0,1.857,12.5369,0,2.5738,13.8755,8.1598,7.5707,8.9227,4.8854,8.4813,8.5658,6.7617,9.0271,9.0036,12.6379,5.6085,8.9536,6.9126,5.9106,10.1179,2.8317,8.473,10.9833,9.7301,7.8049,7.6057,9.0424,7.8012,7.0426,6.5494,7.3202,2.5738,3.4853,3
