0, 19
19, 0
0, 83
83, 0
0, 179
179, 0
0, 46
46, 0
0, 110
110, 0
0, 13
13, 0
0, 100
100, 0
0, 175
175, 0
0, 97
97, 0
0, 195
195, 0
0, 3
3, 0
0, 1
1, 0
0, 10
10, 0
0, 38
38, 0
0, 77
77, 0
0, 8
8, 0
1, 4
4, 1
1, 18
18, 1
1, 9
9, 1
1, 78
78, 1
1, 225
225, 1
1, 209
209, 1
1, 38
38, 1
1, 6
6, 1
1, 10
10, 1
1, 63
63, 1
1, 161
161, 1
1, 109
109, 1
1, 110
110, 1
1, 36
36, 1
1, 94
94, 1
1, 100
100, 1
1, 67
67, 1
1, 175
175, 1
1, 5
5, 1
1, 148
148, 1
1, 84
84, 1
1, 219
219, 1
1, 195
195, 1
1, 3
3, 1
1, 16
16, 1
2, 176
176, 2
2, 164
164, 2
2, 18
18, 2
2, 43
43, 2
2, 15
15, 2
2, 14
14, 2
2, 112
112, 2
2, 99
99, 2
2, 35
35, 2
2, 37
37, 2
3, 10
10, 3
3, 16
16, 3
3, 69
69, 3
3, 209
209, 3
3, 225
225, 3
3, 38
38, 3
3, 52
52, 3
3, 31
31, 3
3, 7
7, 3
3, 4
4, 3
3, 63
63, 3
3, 161
161, 3
3, 109
109, 3
3, 110
110, 3
3, 36
36, 3
3, 94
94, 3
3, 100
100, 3
3, 67
67, 3
3, 146
146, 3
3, 175
175, 3
3, 5
5, 3
3, 148
148, 3
3, 84
84, 3
3, 219
219, 3
3, 195
195, 3
4, 17
17, 4
4, 20
20, 4
4, 221
221, 4
4, 111
111, 4
4, 80
80, 4
4, 188
188, 4
4, 54
54, 4
4, 162
162, 4
4, 130
130, 4
4, 171
171, 4
4, 106
106, 4
4, 5
5, 4
4, 66
66, 4
4, 16
16, 4
4, 10
10, 4
5, 10
10, 5
5, 58
58, 5
5, 42
42, 5
5, 100
100, 5
5, 95
95, 5
5, 28
28, 5
5, 24
24, 5
5, 48
48, 5
6, 102
102, 6
6, 9
9, 6
6, 17
17, 6
6, 172
172, 6
6, 105
105, 6
6, 62
62, 6
6, 21
21, 6
6, 55
55, 6
6, 18
18, 6
7, 149
149, 7
7, 44
44, 7
7, 90
90, 7
7, 67
67, 7
7, 201
201, 7
7, 212
212, 7
7, 99
99, 7
7, 35
35, 7
7, 61
61, 7
7, 164
164, 7
8, 194
194, 8
8, 108
108, 8
8, 32
32, 8
8, 12
12, 8
8, 125
125, 8
8, 27
27, 8
8, 33
33, 8
9, 114
114, 9
9, 82
82, 9
9, 34
34, 9
9, 62
62, 9
9, 81
81, 9
9, 21
21, 9
9, 78
78, 9
9, 185
185, 9
10, 31
31, 10
10, 91
91, 10
10, 80
80, 10
10, 78
78, 10
10, 225
225, 10
10, 38
38, 10
10, 209
209, 10
10, 63
63, 10
10, 161
161, 10
10, 109
109, 10
10, 110
110, 10
10, 36
36, 10
10, 202
202, 10
10, 94
94, 10
10, 13
13, 10
10, 100
100, 10
10, 67
67, 10
10, 175
175, 10
10, 148
148, 10
10, 84
84, 10
10, 219
219, 10
10, 195
195, 10
10, 212
212, 10
10, 16
16, 10
11, 198
198, 11
11, 52
52, 11
11, 157
157, 11
11, 138
138, 11
11, 39
39, 11
11, 51
51, 11
11, 37
37, 11
11, 29
29, 11
12, 117
117, 12
12, 104
104, 12
12, 65
65, 12
12, 20
20, 12
12, 143
143, 12
12, 108
108, 12
12, 27
27, 12
12, 40
40, 12
12, 178
178, 12
12, 32
32, 12
12, 64
64, 12
12, 218
218, 12
12, 156
156, 12
13, 119
119, 13
13, 97
97, 13
13, 199
199, 13
13, 45
