0, 59
59, 0
0, 775
775, 0
0, 393
393, 0
0, 94
94, 0
0, 144
144, 0
0, 31
31, 0
0, 12
12, 0
0, 111
111, 0
0, 37
37, 0
0, 128
128, 0
0, 437
437, 0
0, 422
422, 0
0, 96
96, 0
0, 371
371, 0
0, 317
317, 0
0, 197
197, 0
0, 4
4, 0
0, 648
648, 0
0, 19
19, 0
0, 593
593, 0
0, 554
554, 0
0, 266
266, 0
0, 99
99, 0
0, 30
30, 0
0, 207
207, 0
0, 52
52, 0
0, 29
29, 0
0, 90
90, 0
0, 79
79, 0
0, 5
5, 0
0, 334
334, 0
0, 33
33, 0
0, 556
556, 0
0, 256
256, 0
0, 196
196, 0
0, 50
50, 0
0, 40
40, 0
0, 32
32, 0
0, 10
10, 0
0, 105
105, 0
0, 389
389, 0
0, 71
71, 0
0, 120
120, 0
0, 806
806, 0
0, 431
431, 0
0, 18
18, 0
0, 430
430, 0
0, 275
275, 0
0, 229
229, 0
0, 27
27, 0
0, 578
578, 0
0, 11
11, 0
0, 16
16, 0
0, 189
189, 0
0, 263
263, 0
0, 63
63, 0
0, 42
42, 0
0, 14
14, 0
0, 182
182, 0
0, 331
331, 0
0, 82
82, 0
0, 337
337, 0
0, 167
167, 0
0, 2
2, 0
0, 68
68, 0
0, 286
286, 0
0, 467
467, 0
0, 3
3, 0
0, 51
51, 0
0, 586
586, 0
0, 499
499, 0
0, 6
6, 0
1, 8
8, 1
1, 414
414, 1
1, 316
316, 1
1, 47
47, 1
1, 81
81, 1
1, 17
17, 1
1, 521
521, 1
1, 87
87, 1
1, 373
373, 1
1, 685
685, 1
1, 268
268, 1
1, 101
101, 1
1, 131
131, 1
1, 474
474, 1
1, 152
152, 1
1, 191
191, 1
1, 243
243, 1
1, 220
220, 1
1, 122
122, 1
1, 296
296, 1
1, 23
23, 1
1, 73
73, 1
1, 38
38, 1
1, 484
484, 1
1, 351
351, 1
1, 654
654, 1
1, 22
22, 1
1, 517
517, 1
1, 347
347, 1
1, 224
224, 1
1, 9
9, 1
1, 36
36, 1
1, 312
312, 1
1, 219
219, 1
1, 80
80, 1
1, 76
76, 1
1, 93
93, 1
1, 427
427, 1
1, 436
436, 1
1, 179
179, 1
1, 35
35, 1
1, 144
144, 1
1, 165
165, 1
1, 95
95, 1
1, 641
641, 1
2, 318
318, 2
2, 7
7, 2
2, 68
68, 2
2, 283
283, 2
2, 262
262, 2
2, 727
727, 2
2, 161
161, 2
2, 4
4, 2
2, 644
644, 2
2, 100
100, 2
2, 708
708, 2
2, 93
93, 2
2, 581
581, 2
2, 813
813, 2
2, 580
580, 2
2, 181
181, 2
2, 187
187, 2
2, 23
23, 2
2, 6
6, 2
2, 508
508, 2
2, 179
179, 2
2, 334
334, 2
2, 292
292, 2
2, 191
191, 2
2, 57
57, 2
2, 288
288, 2
2, 3
3, 2
2, 282
282, 2
2, 258
258, 2
2, 795
795, 2
2, 253
253, 2
2, 523
523, 2
2, 224
224, 2
2, 182
182, 2
3, 94
94, 3
3, 45
45, 3
3, 200
200, 3
3, 60
60, 3
3, 109
109, 3
3, 205
205, 3
3, 7
7, 3
3, 72
72, 3
3, 48
48, 3
3, 37
37, 3
3, 118
118, 3
3, 43
43, 3
3, 46
46, 3
3, 172
172, 3
3, 497
497, 3
3, 532
532, 3
3, 4
4, 3
3, 385
385, 3
3, 485
485, 3
3, 630
630, 3
3, 99
99, 3
3, 319
319, 3
3, 494
494, 3
3, 6
6, 3
3, 44
44, 3
3, 5
5, 3
3, 586
586, 3
3, 348
348, 3
3, 57
57, 3
3, 74
74, 3
3, 291
291, 3
3, 403
403, 3
3, 32
32, 3
3, 18
18, 3
3, 447
447, 3
3, 278
278, 3
3, 16
16, 3
3, 63
63, 3
3, 270
270, 3
3, 240
240, 3
3, 812
812, 3
3, 710
710, 3
3, 28
28, 3
3, 75
75, 3
3, 64
64, 3
3, 76
76, 3
4, 59
59, 4
4, 141
141, 4
4, 45
45, 4
4, 7
7, 4
4, 12
12, 4
4, 48
48, 4
4, 43
43, 4
4, 145
145, 4
4, 525
525, 4
4, 56
56, 4
4, 319
319, 4
4, 90
90, 4
4, 301
301, 4
4, 30
30, 4
4, 302
302, 4
4, 13
13, 4
4, 735
735, 4
4, 446
446, 4
4, 52
52, 4
4, 207
207, 4
4, 489
489, 4
4, 18
18, 4
4, 630
630, 4
4, 335
335, 4
4, 270
270, 4
4, 14
14, 4
4, 182
182, 4
4, 331
331, 4
4, 28
28, 4
4, 547
547, 4
4, 751
751, 4
4, 383
383, 4
4, 564
564, 4
4, 739
739, 4
4, 75
75, 4
4, 217
217, 4
4, 64
64, 4
4, 133
133, 4
4, 286
286, 4
4, 434
434, 4
4, 629
629, 4
4, 203
203, 4
4, 115
115, 4
4, 322
322, 4
4, 72
72, 4
4, 6
6, 4
4, 541
541, 4
4, 585
585, 4
4, 181
181, 4
4, 229
229, 4
4, 198
198, 4
4, 187
187, 4
4, 552
552, 4
4, 172
172, 4
4, 58
58, 4
5, 205
205, 5
5, 43
43, 5
5, 96
96, 5
5, 20
20, 5
5, 319
319, 5
5, 88
88, 5
5, 116
116, 5
5, 27
27, 5
5, 32
32, 5
5, 77
77, 5
5, 16
16, 5
5, 453
453, 5
5, 63
63, 5
5, 25
25, 5
5, 691
691, 5
5, 14
14, 5
5, 182
182, 5
5, 331
331, 5
5, 82
82, 5
5, 447
447, 5
5, 385
385, 5
5, 377
377, 5
5, 34
34, 5
5, 588
588, 5
5, 305
305, 5
5, 144
144, 5
5, 603
603, 5
5, 566
566, 5
5, 516
516, 5
5, 40
40, 5
5, 291
291, 5
5, 46
46, 5
5, 74
74, 5
5, 389
389, 5
5, 147
147, 5
5, 99
99, 5
5, 118
118, 5
5, 37
37, 5
5, 11
11, 5
5, 30
30, 5
5, 529
529, 5
5, 10
10, 5
6, 8
8, 6
6, 7
7, 6
6, 37
37, 6
6, 96
96, 6
6, 232
232, 6
6, 87
87, 6
6, 22
22, 6
6, 95
95, 6
6, 30
30, 6
6, 187
187, 6
6, 101
101, 6
6, 426
426, 6
6, 90
90, 6
6, 268
268, 6
6, 229
229, 6
6, 11
11, 6
6, 334
334, 6
6, 389
389, 6
6, 55
55, 6
6, 104
104, 6
6, 270
270, 6
6, 182
182, 6
6, 80
80, 6
6, 276
276, 6
6, 297
297, 6
7, 86
86, 7
7, 73
73, 7
7, 334
334, 7
7, 91
91, 7
7, 90
90, 7
7, 225
225, 7
7, 22
22, 7
7, 453
453, 7
7, 182
182, 7
7, 64
64, 7
7, 133
133, 7
7, 76
76, 7
7, 572
572, 7
7, 429
429, 7
7, 322
322, 7
7, 171
171, 7
7, 607
607, 7
7, 72
72, 7
7, 585
585, 7
7, 229
229, 7
7, 601
601, 7
7, 198
198, 7
7, 655
655, 7
7, 187
187, 7
7, 128
128, 7
7, 537
537, 7
7, 153
153, 7
7, 342
342, 7
7, 433
433, 7
7, 529
529, 7
7, 446
446, 7
8, 129
129, 8
8, 24
24, 8
8, 242
242, 8
8, 122
122, 8
8, 47
47, 8
8, 180
180, 8
8, 345
345, 8
8, 20
20, 8
8, 36
36, 8
8, 219
219, 8
8, 80
80, 8
8, 76
76, 8
8, 39
39, 8
8, 390
390, 8
8, 62
62, 8
8, 177
177, 8
8, 171
171, 8
8, 139
139, 8
8, 541
541, 8
8, 439
439, 8
8, 87
87, 8
8, 243
243, 8
8, 159
159, 8
8, 23
23, 8
8, 161
161, 8
8, 17
17, 8
8, 33
33, 8
8, 316
316, 8
8, 104
104, 8
9, 195
195, 9
9, 80
80, 9
9, 37
37, 9
9, 569
569, 9
9, 93
93, 9
9, 242
242, 9
9, 20
20, 9
9, 23
23, 9
9, 132
132, 9
9, 415
415, 9
9, 73
73, 9
9, 41
41, 9
9, 104
104, 9
9, 268
268, 9
9, 38
38, 9
9, 39
39, 9
9, 36
36, 9
9, 273
273, 9
9, 21
21, 9
9, 215
215, 9
9, 66
66, 9
10, 606
606, 10
10, 379
379, 10
10, 252
252, 10
10, 20
20, 10
10, 540
540, 10
10, 413
413, 10
10, 225
225, 10
10, 16
16, 10
10, 42
42, 10
10, 14
14, 10
10, 286
286, 10
10, 160
160, 10
10, 322
322, 10
10, 439
439, 10
10, 346
346, 10
10, 46
46, 10
10, 577
577, 10
10, 26
26, 10
10, 489
489, 10
10, 99
99, 10
10, 201
201, 10
10, 646
646, 10
10, 786
786, 10
10, 85
85, 10
10, 622
622, 10
10, 422
422, 10
10, 567
567, 10
11, 45
45, 11
11, 19
19, 11
11, 593
593, 11
11, 313
313, 11
11, 554
554, 11
11, 432
432, 11
11, 30
30, 11
11, 155
155, 11
11, 52
52, 11
11, 319
319, 11
11, 299
299, 11
11, 272
272, 11
11, 18
18, 11
11, 578
578, 11
11, 89
89, 11
11, 189
189, 11
11, 14
14, 11
11, 419
419, 11
11, 193
193, 11
11, 331
331, 11
11, 240
240, 11
11, 286
286, 11
11, 721
721, 11
11, 615
615, 11
11, 171
171, 11
11, 832
832, 11
11, 771
771, 11
11, 714
714, 11
11, 109
109, 11
11, 273
273, 11
11, 228
228, 11
11, 59
59, 11
11, 266
266, 11
11, 12
12, 11
11, 207
207, 11
11, 37
37, 11
11, 471
471, 11
12, 154
154, 12
12, 315
315, 12
12, 272
272, 12
12, 89
89, 12
12, 582
582, 12
12, 130
130, 12
12, 161
161, 12
12, 50
50, 12
12, 18
18, 12
12, 471
471, 12
12, 833
833, 12
12, 579
579, 12
12, 495
495, 12
12, 52
52, 12
12, 19
19, 12
12, 479
479, 12
12, 267
267, 12
12, 376
376, 12
12, 650
650, 12
12, 30
30, 12
12, 210
210, 12
12, 14
14, 12
12, 286
286, 12
12, 761
761, 12
12, 184
184, 12
12, 284
284, 12
12, 499
499, 12
12, 188
188, 12
12, 31
31, 12
12, 65
65, 12
12, 477
477, 12
12, 136
136, 12
12, 59
59, 12
12, 561
561, 12
12, 239
239, 12
12, 266
266, 12
13, 200
200, 13
13, 83
83, 13
13, 309
309, 13
13, 52
52, 13
13, 156
156, 13
13, 335
335, 13
13, 77
77, 13
13, 42
42, 13
13, 127
127, 13
13, 62
62, 13
13, 177
177, 13
13, 115
115, 13
13, 322
322, 13
13, 53
53, 13
13, 31
31, 13
13, 198
198, 13
13, 655
655, 13
13, 208
208, 13
13, 140
140, 13
13, 512
512, 13
13, 207
207, 13
13, 145
145, 13
13, 489
489, 13
13, 118
118, 13
13, 537
537, 13
13, 48
48, 13
13, 33
33, 13
13, 18
18, 13
13, 60
60, 13
13, 90
90, 13
13, 180
180, 13
14, 59
59, 14
14, 775
775, 14
14, 337
337, 14
14, 31
31, 14
14, 452
452, 14
14, 68
68, 14
14, 96
96, 14
14, 648
648, 14
14, 19
19, 14
14, 544
544, 14
14, 313
313, 14
14, 554
554, 14
14, 22
22, 14
14, 30
30, 14
14, 207
207, 14
14, 52
52, 14
14, 508
508, 14
14, 546
546, 14
14, 334
334, 14
14, 536
536, 14
14, 18
18, 14
14, 196
196, 14
14, 131
131, 14
